Nome do Repositório,Descrição,URL,Criado em,Idade do Repositório (dias),Última Atualização,Tempo desde última atualização (dias),Linguagem Principal,Total PRs Mesclados,Total de Releases,Total de Issues,Total de Issues Fechadas
winutil,"Chris Titus Tech's Windows Utility - Install Programs, Tweaks, Fixes, and Updates",https://github.com/ChrisTitusTech/winutil,28-04-2022,1033,20-02-2025,4,PowerShell,762,17,1731,1542
chatbot-ui,AI chat for any model.,https://github.com/mckaywrigley/chatbot-ui,11-03-2023,716,03-08-2024,205,TypeScript,281,0,973,814
Sortable,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.,https://github.com/SortableJS/Sortable,19-12-2013,4085,28-11-2024,88,JavaScript,246,30,1800,1342
manim,A community-maintained Python framework for creating mathematical animations. ,https://github.com/ManimCommunity/manim,19-05-2020,1742,11-02-2025,13,Python,1832,29,1594,1180
calculator,Windows Calculator: A simple yet powerful calculator that ships with Windows,https://github.com/microsoft/calculator,28-01-2019,2219,21-02-2025,3,C++,883,0,1076,713
symfony,The Symfony PHP framework,https://github.com/symfony/symfony,04-01-2010,5530,21-02-2025,3,PHP,23430,537,20746,20219
awesome-cto,"A curated and opinionated list of resources for Chief Technology Officers, with the emphasis on startups",https://github.com/kuchin/awesome-cto,16-12-2016,2992,24-03-2024,337,N/A,12,0,11,9
HEAD,A simple guide to HTML <head> elements,https://github.com/joshbuchea/HEAD,20-04-2016,3232,21-06-2024,248,N/A,86,0,93,73
tabby,Self-hosted AI coding assistant,https://github.com/TabbyML/tabby,16-03-2023,711,24-02-2025,0,Rust,2675,191,827,667
qBittorrent,qBittorrent BitTorrent client,https://github.com/qbittorrent/qBittorrent,04-02-2012,4769,23-02-2025,1,C++,3725,0,16399,13607
layui,一套遵循原生态开发模式的 Web UI 组件库，采用自身轻量级模块化规范，易上手，可以更简单快速地构建网页界面。,https://github.com/layui/layui,22-09-2015,3443,23-02-2025,1,JavaScript,534,136,1216,1172
refine,"A React Framework for building  internal tools, admin panels, dashboards & B2B apps with unmatched flexibility.",https://github.com/refinedev/refine,20-01-2021,1496,21-02-2025,3,TypeScript,4313,1000,1582,1557
bulletproof-react,"🛡️ ⚛️ A simple, scalable, and powerful architecture for building production ready React applications. ",https://github.com/alan2207/bulletproof-react,30-05-2021,1366,08-12-2024,78,TypeScript,69,0,107,76
minikube,Run Kubernetes locally,https://github.com/kubernetes/minikube,15-04-2016,3237,21-02-2025,3,Go,8406,150,9849,9345
dokku,A docker-powered PaaS that helps you build and manage the lifecycle of applications,https://github.com/dokku/dokku,08-06-2013,4279,22-02-2025,2,Shell,3923,294,2766,2719
webtorrent,⚡️ Streaming torrent client for the web,https://github.com/webtorrent/webtorrent,15-10-2013,4150,16-02-2025,8,JavaScript,933,210,1652,1586
go-zero,A cloud-native Go microservices framework with cli tool for productivity.,https://github.com/zeromicro/go-zero,07-08-2020,1662,22-02-2025,2,Go,2171,125,1731,1514
interactive-coding-challenges,120+ interactive Python coding interview challenges (algorithms and data structures).  Includes Anki flashcards.,https://github.com/donnemartin/interactive-coding-challenges,28-04-2015,3590,08-05-2024,292,Python,176,0,68,32
sharp,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",https://github.com/lovell/sharp,19-08-2013,4207,23-02-2025,1,JavaScript,288,88,3899,3771
stanford_alpaca,"Code and documentation to train Stanford's Alpaca models, and generate the data.",https://github.com/tatsu-lab/stanford_alpaca,10-03-2023,717,17-07-2024,222,Python,6,0,271,98
jsPDF,Client-side JavaScript PDF generation for everyone.,https://github.com/parallax/jsPDF,06-12-2009,5559,19-02-2025,5,JavaScript,713,34,2524,2409
sequelize,"Feature-rich ORM for modern Node.js and TypeScript, it supports PostgreSQL (with JSON and JSONB support), MySQL, MariaDB, SQLite, MS SQL Server, Snowflake, Oracle DB (v6), DB2 and DB2 for IBM i.",https://github.com/sequelize/sequelize,22-07-2010,5331,23-02-2025,1,TypeScript,4840,484,10367,9503
mpv,🎥 Command line video player,https://github.com/mpv-player/mpv,13-10-2012,4517,23-02-2025,1,C,3268,86,10259,9415
vue-cli,🛠️ webpack-based tooling for Vue.js Development,https://github.com/vuejs/vue-cli,26-12-2015,3348,18-02-2025,6,JavaScript,1258,177,5492,4558
Real-ESRGAN,Real-ESRGAN aims at developing Practical Algorithms for General Image/Video Restoration.,https://github.com/xinntao/Real-ESRGAN,19-07-2021,1316,06-08-2024,202,Python,21,10,701,169
foundation-sites,The most advanced responsive front-end framework in the world. Quickly create prototypes and production code for sites that work on any kind of device.,https://github.com/foundation/foundation-sites,13-10-2011,4883,21-01-2025,34,HTML,2958,79,8229,8180
Umi-OCR,"OCR software, free and offline. 开源、免费的离线OCR软件。支持截屏/批量导入图片，PDF文档识别，排除水印/页眉页脚，扫描/生成二维码。内置多国语言库。",https://github.com/hiroi-sora/Umi-OCR,28-03-2022,1064,09-02-2025,15,Python,45,30,648,475
bubbletea,A powerful little TUI framework 🏗,https://github.com/charmbracelet/bubbletea,10-01-2020,1872,21-02-2025,3,Go,572,55,327,260
lossless-cut,The swiss army knife of lossless video/audio editing,https://github.com/mifi/lossless-cut,30-10-2016,3039,20-02-2025,4,TypeScript,192,99,1535,1359
Reactive-Resume,"A one-of-a-kind resume builder that keeps your privacy in mind. Completely secure, customizable, portable, open-source and free forever. Try it out today!",https://github.com/AmruthPillai/Reactive-Resume,25-03-2020,1797,24-02-2025,0,TypeScript,633,95,1447,1238
fabric.js,"Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser",https://github.com/fabricjs/fabric.js,09-06-2010,5374,16-02-2025,8,JavaScript,2223,165,6130,5730
AI-Expert-Roadmap,Roadmap to becoming an Artificial Intelligence Expert in 2022,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,24-10-2020,1584,31-12-2023,421,JavaScript,13,0,65,46
editor.js,A block-style editor with clean JSON output,https://github.com/codex-team/editor.js,28-11-2015,3376,11-01-2025,44,TypeScript,860,100,1503,919
leakcanary,A memory leak detection library for Android.,https://github.com/square/leakcanary,29-04-2015,3589,08-01-2025,47,Kotlin,919,43,1610,1512
influxdb,"Scalable datastore for metrics, events, and real-time analytics",https://github.com/influxdata/influxdb,26-09-2013,4169,23-02-2025,1,Rust,10267,87,13755,11732
hutool,🍬A set of tools that keep Java sweet.,https://github.com/chinabugotech/hutool,13-04-2014,3970,24-02-2025,0,Java,421,149,2885,2883
project-guidelines,A set of best practices for JavaScript projects,https://github.com/elsewhencode/project-guidelines,30-06-2017,2796,09-12-2024,77,JavaScript,114,0,38,29
uppy,The next open source file uploader for web browsers :dog: ,https://github.com/transloadit/uppy,16-11-2015,3388,24-02-2025,0,TypeScript,2960,132,2378,2236
fabric,fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,https://github.com/danielmiessler/fabric,03-01-2024,418,14-02-2025,10,Go,255,92,587,412
kafka,Mirror of Apache Kafka,https://github.com/apache/kafka,15-08-2011,4942,24-02-2025,0,Java,10705,0,0,0
react-boilerplate,"🔥 A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.",https://github.com/react-boilerplate/react-boilerplate,18-02-2015,3659,23-03-2023,704,JavaScript,715,16,1905,1822
phantomjs,Scriptable Headless Browser,https://github.com/ariya/phantomjs,27-12-2010,5173,26-11-2022,821,C++,562,0,4745,4731
stats,macOS system monitor in your menu bar,https://github.com/exelban/stats,29-05-2019,2098,22-02-2025,2,Swift,400,284,1932,1911
netron,"Visualizer for neural network, deep learning and machine learning models",https://github.com/lutzroeder/netron,26-12-2010,5174,23-02-2025,1,JavaScript,1,3,1175,1154
500lines,500 Lines or Less,https://github.com/aosabook/500lines,04-11-2013,4130,19-08-2023,555,JavaScript,175,0,70,39
OpenAPI-Specification,The OpenAPI Specification Repository,https://github.com/OAI/OpenAPI-Specification,03-03-2014,4011,23-02-2025,1,Markdown,1258,12,2291,2120
comprehensive-rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.,https://github.com/google/comprehensive-rust,21-12-2022,796,22-02-2025,2,Rust,2007,0,320,214
backstage,Backstage is an open framework for building developer portals,https://github.com/backstage/backstage,24-01-2020,1858,21-02-2025,3,TypeScript,17729,406,6569,6225
Mr.-Ranedeer-AI-Tutor,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,31-03-2023,696,25-03-2024,336,N/A,19,3,47,34
servo,"Servo aims to empower developers with a lightweight, high-performance alternative for embedding web technologies in applications.",https://github.com/servo/servo,08-02-2012,4765,23-02-2025,1,Rust,18556,0,13073,9933
roop,one-click face swap,https://github.com/s0md3v/roop,28-05-2023,638,19-08-2024,189,Python,82,6,0,0
Hover,"A collection of CSS3 powered hover effects to be applied to links, buttons, logos, SVG, featured images and so on. Easily apply to your own elements, modify or just use for inspiration. Available in CSS, Sass, and LESS.",https://github.com/IanLunn/Hover,02-01-2014,4071,28-10-2023,485,SCSS,23,10,107,83
particles.js,A lightweight JavaScript library for creating particles,https://github.com/VincentGarreau/particles.js,06-09-2014,3824,28-03-2024,333,JavaScript,21,6,407,106
apollo,Apollo is a reliable configuration management system suitable for microservice configuration management scenarios.,https://github.com/apolloconfig/apollo,04-03-2016,3279,18-02-2025,6,Java,1421,41,3295,3159
tqdm,":zap: A Fast, Extensible Progress Bar for Python and CLI",https://github.com/tqdm/tqdm,03-06-2015,3554,05-02-2025,19,Python,287,131,1013,584
GPTs,leaked prompts of GPTs,https://github.com/linexjlin/GPTs,11-11-2023,471,27-09-2024,150,N/A,45,0,27,21
ruoyi-vue-pro,🔥 官方推荐 🔥 RuoYi-Vue 全新 Pro 版本，优化重构所有功能。基于 Spring Boot + MyBatis Plus + Vue & Element 实现的后台管理系统 + 微信小程序，支持 RBAC 动态权限、数据权限、SaaS 多租户、Flowable 工作流、三方登录、支付、短信、商城、CRM、ERP、AI 大模型等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！,https://github.com/YunaiV/ruoyi-vue-pro,24-01-2021,1492,15-02-2025,9,Java,55,34,524,512
awesome-macos-command-line,Use your macOS terminal shell to do awesome things.,https://github.com/herrbischoff/awesome-macos-command-line,22-09-2015,3443,02-09-2021,1271,N/A,104,0,0,0
standard,"🌟 JavaScript Style Guide, with linter & automatic code fixer",https://github.com/standard/standard,27-01-2015,3681,13-09-2024,164,JavaScript,412,7,1232,1121
directus,"The flexible backend for all your projects 🐰 Turn your DB into a headless CMS, admin panels, or apps with a custom UI, instant APIs, auth & more.",https://github.com/directus/directus,12-12-2012,4457,22-02-2025,2,TypeScript,7728,327,8987,8459
es6features,Overview of ECMAScript 6 features,https://github.com/lukehoban/es6features,03-03-2014,4011,27-01-2023,759,N/A,41,0,57,36
algo,Set up a personal VPN in the cloud,https://github.com/trailofbits/algo,15-05-2016,3207,30-08-2024,178,Jinja,530,2,1603,1429
rocksdb,"A library that provides an embeddable, persistent key-value store for fast storage.",https://github.com/facebook/rocksdb,30-11-2012,4469,23-02-2025,1,C++,606,200,3290,2599
paper-reading,深度学习经典、新论文逐段精读,https://github.com/mli/paper-reading,22-10-2021,1221,17-11-2024,99,N/A,14,0,0,0
awesome-python-cn,Python资源大全中文版，包括：Web框架、网络爬虫、模板引擎、数据库、数据可视化、图片处理等，由「开源前哨」和「Python开发者」微信公号团队维护更新。,https://github.com/jobbole/awesome-python-cn,03-11-2015,3401,29-08-2022,910,Makefile,51,0,31,18
cheerio,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML.",https://github.com/cheeriojs/cheerio,09-10-2011,4887,24-02-2025,0,TypeScript,2615,58,1206,1179
alpine,"A rugged, minimal framework for composing JavaScript behavior in your markup. ",https://github.com/alpinejs/alpine,28-11-2019,1915,11-02-2025,13,HTML,655,136,609,609
COVID-19,"Novel Coronavirus (COVID-19) Cases, provided by JHU CSSE",https://github.com/CSSEGISandData/COVID-19,04-02-2020,1847,10-06-2023,625,N/A,2152,0,3759,2079
MonitorControl,🖥 Control your display's brightness & volume on your Mac as if it was a native Apple Display. Use Apple Keyboard keys or custom shortcuts. Shows the native macOS OSDs.,https://github.com/MonitorControl/MonitorControl,16-09-2017,2718,06-02-2025,18,Swift,213,26,957,950
data-engineering-zoomcamp,Data Engineering Zoomcamp is a free nine-week course that covers the fundamentals of data engineering.,https://github.com/DataTalksClub/data-engineering-zoomcamp,21-10-2021,1222,22-02-2025,2,Jupyter Notebook,376,0,133,132
pytorch-lightning,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",https://github.com/Lightning-AI/pytorch-lightning,31-03-2019,2157,18-02-2025,6,Python,8830,163,7221,6352
folly,An open-source C++ library developed and used at Facebook.,https://github.com/facebook/folly,01-06-2012,4651,22-02-2025,2,C++,12,228,1182,912
swift-algorithm-club,"Algorithms and data structures in Swift, with explanations!",https://github.com/kodecocodes/swift-algorithm-club,26-01-2016,3317,06-12-2024,80,Swift,610,0,215,183
weekly,前端精读周刊。帮你理解最前沿、实用的技术。,https://github.com/ascoders/weekly,20-03-2017,2898,09-09-2024,168,JavaScript,136,193,365,363
tiptap,The headless rich text editor framework for web artisans.,https://github.com/ueberdosis/tiptap,20-08-2018,2380,17-02-2025,7,TypeScript,1031,850,2947,2419
CheatSheetSeries,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.,https://github.com/OWASP/CheatSheetSeries,21-12-2018,2257,20-02-2025,4,Python,995,0,481,438
numpy,The fundamental package for scientific computing with Python.,https://github.com/numpy/numpy,13-09-2010,5278,23-02-2025,1,Python,12400,125,13121,11113
k3s,Lightweight Kubernetes,https://github.com/k3s-io/k3s,31-05-2018,2461,23-02-2025,1,Go,3740,830,6455,6333
Data-Science-For-Beginners,"10 Weeks, 20 Lessons, Data Science for All!",https://github.com/microsoft/Data-Science-For-Beginners,03-03-2021,1454,13-02-2025,11,Jupyter Notebook,293,0,117,95
composer,Dependency Manager for PHP,https://github.com/composer/composer,08-06-2011,5010,19-02-2025,5,PHP,2896,209,7794,7686
canal,阿里巴巴 MySQL binlog 增量订阅&消费组件 ,https://github.com/alibaba/canal,13-01-2013,4425,24-01-2025,31,Java,463,32,4647,3551
django-rest-framework,Web APIs for Django. 🎸,https://github.com/encode/django-rest-framework,02-03-2011,5108,20-02-2025,4,Python,2976,19,0,0
croc,Easily and securely send things from one computer to another :crocodile: :package:,https://github.com/schollz/croc,17-10-2017,2687,11-02-2025,13,Go,228,172,520,513
docsify,🃏 A magical documentation site generator.,https://github.com/docsifyjs/docsify,20-11-2016,3018,24-02-2025,0,JavaScript,692,14,1276,1133
css-protips,⚡️ A collection of tips to help take your CSS skills pro 🦾,https://github.com/AllThingsSmitty/css-protips,29-08-2015,3467,21-02-2025,3,N/A,69,0,60,59
surrealdb,"A scalable, distributed, collaborative, document-graph database, for the realtime web",https://github.com/surrealdb/surrealdb,09-12-2021,1173,23-02-2025,1,Rust,1813,66,1942,1268
todomvc,"Helping you select a JavaScript framework - Todo apps for React.js, Angular, Vue and many more",https://github.com/tastejs/todomvc,03-06-2011,5015,27-12-2024,59,JavaScript,760,6,784,661
lux,👾 Fast and simple video download library and CLI tool written in Go,https://github.com/iawia002/lux,24-02-2018,2557,12-10-2024,135,Go,296,86,1046,539
lighthouse,"Automated auditing, performance metrics, and best practices for the web.",https://github.com/GoogleChrome/lighthouse,08-03-2016,3275,20-02-2025,4,JavaScript,5312,116,9091,8539
consul,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",https://github.com/hashicorp/consul,04-11-2013,4130,23-02-2025,1,Go,13520,199,5499,4265
mediapipe,"Cross-platform, customizable ML solutions for live and streaming media.",https://github.com/google-ai-edge/mediapipe,13-06-2019,2083,21-02-2025,3,C++,201,59,5306,4931
server,"☁️ Nextcloud server, a safe home for all your data",https://github.com/nextcloud/server,02-06-2016,3189,24-02-2025,0,PHP,25834,308,19451,17237
python-guide,"Python best practices guidebook, written for humans. ",https://github.com/realpython/python-guide,15-03-2011,5095,29-07-2024,210,Batchfile,683,0,269,176
CasaOS,"CasaOS - A simple, easy-to-use, elegant open-source Personal Cloud system.",https://github.com/IceWhaleTech/CasaOS,26-09-2021,1247,19-12-2024,67,Go,267,96,1431,833
postcss,Transforming styles with JS plugins,https://github.com/postcss/postcss,24-09-2013,4171,21-02-2025,3,TypeScript,745,265,1008,984
SpringAll,循序渐进，学习Spring Boot、Spring Boot & Shiro、Spring Batch、Spring Cloud、Spring Cloud Alibaba、Spring Security & Spring Security OAuth2，博客Spring系列源码：https://mrbird.cc,https://github.com/wuyouzhuguli/SpringAll,02-05-2018,2490,31-05-2024,269,Java,1,0,48,27
k9s,🐶 Kubernetes CLI To Manage Your Clusters In Style!,https://github.com/derailed/k9s,25-01-2019,2222,24-02-2025,0,Go,738,233,1949,1389
slick,the last carousel you'll ever need,https://github.com/kenwheeler/slick,24-03-2014,3990,30-08-2024,178,JavaScript,249,48,3613,2403
Hello-Python,"Curso para aprender el lenguaje de programación Python desde cero y para principiantes. 100 clases, 44 horas en vídeo, código, proyectos y grupo de chat. Fundamentos, frontend, backend, testing, IA...",https://github.com/mouredev/Hello-Python,03-08-2022,936,20-12-2024,66,Python,0,0,153,130
linkedin-skill-assessments-quizzes,"Full reference of LinkedIn answers 2024 for skill assessments (aws-lambda, rest-api, javascript, react, git, html, jquery, mongodb, java, Go, python, machine-learning, power-point) linkedin excel test lösungen, linkedin machine learning test LinkedIn test questions and answers ",https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,13-07-2019,2053,26-12-2024,60,N/A,5638,1,890,807
react-spring,✌️ A spring physics based React animation library,https://github.com/pmndrs/react-spring,07-03-2018,2546,21-02-2025,3,TypeScript,429,50,1244,1141
vuex,🗃️ Centralized State Management for Vue.js.,https://github.com/vuejs/vuex,16-07-2015,3511,25-09-2024,152,JavaScript,656,51,1265,1166
handson-ml2,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",https://github.com/ageron/handson-ml2,08-01-2019,2239,13-06-2024,256,Jupyter Notebook,64,0,514,300
llama3,The official Meta Llama 3 GitHub site,https://github.com/meta-llama/llama3,15-03-2024,346,26-01-2025,29,Python,24,0,284,118
machine-learning-for-software-engineers,A complete daily plan for studying to become a machine learning engineer.,https://github.com/ZuzooVn/machine-learning-for-software-engineers,09-10-2016,3060,11-06-2024,258,N/A,60,0,26,9
android_guides,Extensive Open-Source Guides for Android Developers,https://github.com/codepath/android_guides,19-06-2013,4268,31-12-2024,55,N/A,10,0,379,219
plyr,"A simple HTML5, YouTube and Vimeo player",https://github.com/sampotts/plyr,14-02-2015,3663,29-06-2024,240,JavaScript,384,88,2099,1220
puter,"🌐 The Internet OS! Free, Open-Source, and Self-Hostable.",https://github.com/HeyPuter/puter,03-03-2024,358,22-02-2025,2,JavaScript,476,8,538,382
Clone-Wars,"100+ open-source clones of popular sites like Airbnb, Amazon, Instagram, Netflix, Tiktok, Spotify, Whatsapp, Youtube etc. See source code, demo links, tech stack, github stars.",https://github.com/GorvGoyl/Clone-Wars,02-12-2020,1545,06-08-2024,202,N/A,130,0,81,70
Free-Certifications,A curated list of free courses with certifications. Also available at https://free-certifications.com/,https://github.com/cloudcommunity/Free-Certifications,31-07-2020,1669,13-02-2025,11,N/A,115,0,96,67
xxl-job,A distributed task scheduling framework.（分布式任务调度平台XXL-JOB）,https://github.com/xuxueli/xxl-job,28-11-2015,3376,16-02-2025,8,Java,109,36,3136,2484
UTM,Virtual machines for iOS and macOS,https://github.com/utmapp/UTM,12-04-2019,2145,21-02-2025,3,Swift,249,118,3228,2353
spring-cloud-alibaba,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,https://github.com/alibaba/spring-cloud-alibaba,01-12-2017,2642,04-12-2024,82,Java,1063,47,2441,2190
react-three-fiber,🇨🇭 A React renderer for Three.js,https://github.com/pmndrs/react-three-fiber,25-02-2019,2191,21-02-2025,3,TypeScript,632,119,1073,1018
async,Async utilities for node and the browser,https://github.com/caolan/async,01-06-2010,5382,01-02-2025,23,JavaScript,554,7,1139,1133
ladybird,Truly independent web browser,https://github.com/LadybirdBrowser/ladybird,30-05-2024,270,23-02-2025,1,C++,2614,0,704,361
JavaScript30,30 Day Vanilla JS Challenge,https://github.com/wesbos/JavaScript30,07-12-2016,3001,07-01-2025,48,HTML,153,0,0,0
the-super-tiny-compiler,:snowman: Possibly the smallest compiler ever,https://github.com/jamiebuilds/the-super-tiny-compiler,11-03-2016,3272,19-02-2024,371,JavaScript,20,0,0,0
trilium,Build your personal knowledge base with Trilium Notes,https://github.com/zadam/trilium,23-05-2017,2834,08-08-2024,200,JavaScript,250,297,3499,2614
immer,Create the next immutable state by mutating the current one,https://github.com/immerjs/immer,29-12-2017,2614,19-09-2024,158,JavaScript,374,109,665,632
backbone,"Give your JS App some Backbone with Models, Views, Collections, and Events",https://github.com/jashkenas/backbone,30-09-2010,5261,02-09-2024,175,JavaScript,880,0,2404,2364
tinygrad,You like pytorch? You like micrograd? You love tinygrad! ❤️ ,https://github.com/tinygrad/tinygrad,18-10-2020,1590,24-02-2025,0,Python,6103,11,864,740
cobalt,best way to save what you love,https://github.com/imputnet/cobalt,08-07-2022,962,23-02-2025,1,Svelte,201,0,735,603
druid,阿里云计算平台DataWorks(https://help.aliyun.com/document_detail/137663.html) 团队出品，为监控而生的数据库连接池,https://github.com/alibaba/druid,03-11-2011,4862,21-02-2025,3,Java,1453,51,4482,2276
DevToys,A Swiss Army knife for developers.,https://github.com/DevToys-app/DevToys,29-09-2021,1244,22-02-2025,2,C#,498,38,885,657
ChatGPT,Reverse engineered ChatGPT API,https://github.com/acheong08/ChatGPT,03-12-2022,814,02-08-2023,572,Python,294,277,805,794
fish-shell,The user-friendly command line shell.,https://github.com/fish-shell/fish-shell,10-05-2012,4673,22-02-2025,2,Rust,2006,45,7383,6958
tuning_playbook,A playbook for systematically maximizing the performance of deep learning models.,https://github.com/google-research/tuning_playbook,18-01-2023,768,18-06-2024,251,N/A,14,0,43,34
Complete-Python-3-Bootcamp,Course Files for Complete Python 3 Bootcamp Course on Udemy,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,12-02-2018,2569,09-08-2024,199,Jupyter Notebook,12,0,361,223
tokio,"A runtime for writing reliable asynchronous applications with Rust. Provides I/O, networking, scheduling, timers, ...",https://github.com/tokio-rs/tokio,09-09-2016,3090,21-02-2025,3,Rust,3443,126,2385,2095
nginxconfig.io,⚙️ NGINX config generator on steroids 💉,https://github.com/digitalocean/nginxconfig.io,05-01-2018,2607,14-12-2024,72,JavaScript,191,0,238,184
filebrowser,📂 Web File Browser,https://github.com/filebrowser/filebrowser,11-09-2015,3454,31-01-2025,24,Go,526,62,2540,2451
stb,stb single-file public domain libraries for C/C++,https://github.com/nothings/stb,25-05-2014,3928,09-11-2024,107,C,285,0,851,687
reverse-interview,Questions to ask the company during your interview,https://github.com/viraptor/reverse-interview,08-09-2019,1996,19-02-2025,5,N/A,75,0,25,18
data-science-ipython-notebooks,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.",https://github.com/donnemartin/data-science-ipython-notebooks,23-01-2015,3685,20-03-2024,341,Python,31,0,41,22
viper,Go configuration with fangs,https://github.com/spf13/viper,02-04-2014,3981,18-02-2025,6,Go,487,32,885,478
os-tutorial,How to create an OS from scratch,https://github.com/cfenollosa/os-tutorial,29-09-2014,3801,25-07-2024,214,C,11,0,176,104
mantine,A fully featured React components library,https://github.com/mantinedev/mantine,07-01-2021,1509,17-02-2025,7,TypeScript,1364,252,2949,2925
cursor,The AI Code Editor,https://github.com/getcursor/cursor,12-03-2023,715,13-10-2024,134,N/A,46,0,2470,1078
react-select,The Select Component for React.js,https://github.com/JedWatson/react-select,26-08-2014,3835,24-01-2025,31,TypeScript,1051,59,3607,3247
xstate,Actor-based state management & orchestration for complex app logic.,https://github.com/statelyai/xstate,14-09-2015,3451,21-02-2025,3,TypeScript,1908,400,1369,1273
xyflow,React Flow | Svelte Flow - Powerful open source libraries for building node-based UIs with React (https://reactflow.dev) or Svelte (https://svelteflow.dev). Ready out-of-the-box and infinitely customizable.,https://github.com/xyflow/xyflow,15-07-2019,2051,23-02-2025,1,TypeScript,1249,294,2126,2017
aider,aider is AI pair programming in your terminal,https://github.com/Aider-AI/aider,09-05-2023,657,23-02-2025,1,Python,184,81,2850,2338
glances,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",https://github.com/nicolargo/glances,04-12-2011,4831,23-02-2025,1,Python,710,49,1983,1803
medusa,The world's most flexible commerce platform.,https://github.com/medusajs/medusa,18-01-2020,1864,23-02-2025,1,TypeScript,6584,113,2758,2676
waifu2x,Image Super-Resolution for Anime-Style Art,https://github.com/nagadomi/waifu2x,17-05-2015,3571,04-05-2023,662,Lua,68,3,362,209
GPT_API_free,Free ChatGPT API Key，免费ChatGPT API，支持GPT4 API（免费），ChatGPT国内可用免费转发API，直连无需代理。可以搭配ChatBox等软件/插件使用，极大降低接口使用成本。国内即可无限制畅快聊天。,https://github.com/chatanywhere/GPT_API_free,23-04-2023,673,14-02-2025,10,Python,1,0,332,275
Charts,Beautiful charts for iOS/tvOS/OSX! The Apple side of the crossplatform MPAndroidChart.,https://github.com/ChartsOrg/Charts,20-03-2015,3629,19-08-2024,189,Swift,418,38,4267,3383
mobx,"Simple, scalable state management.",https://github.com/mobxjs/mobx,14-03-2015,3635,19-02-2025,5,TypeScript,1143,112,1962,1911
applied-ml,📚 Papers & tech blogs by companies sharing their work on data science & machine learning in production.,https://github.com/eugeneyan/applied-ml,04-07-2020,1696,18-07-2024,221,N/A,208,0,24,22
restic,"Fast, secure, efficient backup program",https://github.com/restic/restic,27-04-2014,3956,23-02-2025,1,Go,2127,47,2711,2348
jan,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer,https://github.com/janhq/jan,17-08-2023,557,24-02-2025,0,TypeScript,1970,73,2192,2053
90DaysOfDevOps,"This repository started out as a learning in public project for myself and has now become a structured learning map for many in the community. We have 3 years under our belt covering all things DevOps, including Principles, Processes, Tooling and Use Cases surrounding this vast topic. ",https://github.com/MichaelCade/90DaysOfDevOps,26-12-2021,1156,10-02-2025,14,Shell,357,2,89,80
ink,🌈 React for interactive command-line apps,https://github.com/vadimdemedes/ink,12-06-2017,2814,29-11-2024,87,TypeScript,213,53,358,290
DeepFaceLive,Real-time face swap for PC streaming or video calls,https://github.com/iperov/DeepFaceLive,15-12-2020,1532,08-11-2024,108,Python,13,35,144,143
diffusers,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch and FLAX.",https://github.com/huggingface/diffusers,30-05-2022,1001,23-02-2025,1,Python,4343,81,4535,4129
vhr,微人事是一个前后端分离的人力资源管理系统，项目采用SpringBoot+Vue开发。,https://github.com/lenve/vhr,04-01-2018,2608,25-11-2024,91,Java,1,0,254,96
gitbook,The open source frontend for GitBook doc sites,https://github.com/GitbookIO/gitbook,31-03-2014,3983,23-02-2025,1,TypeScript,719,21,1867,1829
hosts,"🔒 Consolidating and extending hosts files from several well-curated sources. Optionally pick extensions for porn, social media, and other categories.",https://github.com/StevenBlack/hosts,12-04-2012,4701,22-02-2025,2,Python,476,731,2023,1945
yapi,YApi 是一个可本地部署的、打通前后端及QA的、可视化的接口管理平台,https://github.com/YMFE/yapi,30-05-2016,3192,12-08-2024,196,JavaScript,141,1,2446,921
