repo,numero,arquivos,linhas_add,linhas_rem,tempo_h,descricao_len,comentarios,participantes
facebook/docusaurus,10393,1,4,633,4.95,1718,5,4
facebook/docusaurus,10390,1,3,3,29.45,1003,4,3
facebook/docusaurus,10382,1,1,1,1.85,98,7,4
facebook/docusaurus,10375,10,189,0,95.01,531,3,3
facebook/docusaurus,10369,1,35,0,94.32,472,19,4
facebook/docusaurus,10361,1,1,1,3.71,445,2,3
facebook/docusaurus,10358,10,139,85,5086.69,161,7,3
facebook/docusaurus,10354,1,13,1,1.06,364,2,3
facebook/docusaurus,10344,2,10,10,281.01,417,5,4
facebook/docusaurus,10339,5,125,0,3.53,419,3,3
facebook/docusaurus,10338,8,7,8,5.96,874,3,3
facebook/docusaurus,10335,4,59,11,45.83,564,5,3
facebook/docusaurus,10324,9,11,0,456.08,423,3,3
facebook/docusaurus,10317,4,70,15,484.78,510,5,3
facebook/docusaurus,10316,51,209,189,91.34,984,4,4
facebook/docusaurus,10309,2,257,138,167.4,136,3,3
facebook/docusaurus,10294,1,6,6,4.45,667,5,3
facebook/docusaurus,10273,6,3328,2351,45.85,300,3,3
facebook/docusaurus,10257,2,17,17,11.74,500,3,3
facebook/docusaurus,10224,16,299,21,234.43,593,8,4
facebook/docusaurus,10223,1,1,1,1.36,745,2,4
facebook/docusaurus,10222,35,1004,30,593.87,1096,3,3
facebook/docusaurus,10219,2,17,1,94.29,486,5,3
facebook/docusaurus,10216,56,1667,703,1177.81,973,19,6
facebook/docusaurus,10194,1,1,1,4.12,579,2,3
facebook/docusaurus,10180,3,39,30,526.29,1112,2,3
facebook/docusaurus,10178,1,22,14,17.07,468,3,3
facebook/docusaurus,10176,1,1,0,19.08,683,4,3
facebook/docusaurus,10173,1,39,24,89.8,1014,9,4
facebook/docusaurus,10171,2,20,72,2.96,541,4,3
facebook/docusaurus,10167,2,26,0,98.81,1413,2,3
facebook/docusaurus,10156,1,186,187,157.63,1278,6,3
facebook/docusaurus,10151,5,125,0,24.43,529,5,4
facebook/docusaurus,10142,1,15,4,1.36,341,3,3
facebook/docusaurus,10138,1,4,11,1907.2,372,7,3
facebook/docusaurus,10137,63,2385,510,412.34,1530,4,3
facebook/docusaurus,10119,15,32,33,1031.25,312,3,3
facebook/docusaurus,10111,5,125,0,61.16,525,3,4
facebook/docusaurus,10103,4,62,50,1.24,640,3,2
facebook/docusaurus,10083,7,233,71,60.52,1572,3,3
facebook/docusaurus,10070,3,30,30,34.91,749,2,3
facebook/docusaurus,10066,1,30,0,105.98,926,3,4
facebook/docusaurus,10064,10,122,13,141.46,1577,3,4
facebook/docusaurus,10049,1,1,1,45.8,476,4,3
facebook/docusaurus,10039,1,1,1,3.23,6,4,3
facebook/docusaurus,10032,12,254,8,161.4,673,4,3
facebook/docusaurus,10025,2,46,3,140.93,953,2,3
facebook/docusaurus,10020,5,5,5,7.66,222,3,4
facebook/docusaurus,10014,4,92,92,1.06,345,3,3
facebook/docusaurus,10011,2,5,0,35.29,547,5,3
facebook/docusaurus,9980,1,1,1,236.52,370,2,3
facebook/docusaurus,9972,24,160,141,192.32,168,3,3
facebook/docusaurus,9971,1,2,2,1.1,666,2,3
facebook/docusaurus,9965,80,12,12,14.56,555,6,3
OpenInterpreter/open-interpreter,1506,1,1,1,37.5,808,1,3
OpenInterpreter/open-interpreter,1496,1,1,1,39.4,571,4,6
OpenInterpreter/open-interpreter,1470,1,32,0,67.11,361,1,2
OpenInterpreter/open-interpreter,1463,2,78,6,77.81,446,0,3
OpenInterpreter/open-interpreter,1450,1,32,0,473.8,385,3,2
OpenInterpreter/open-interpreter,1448,1,1,1,732.56,292,0,3
OpenInterpreter/open-interpreter,1422,0,0,0,1144.24,361,4,3
OpenInterpreter/open-interpreter,1391,5,256,53,10.11,77,0,2
OpenInterpreter/open-interpreter,1381,2,46,0,84.31,499,1,3
OpenInterpreter/open-interpreter,1246,0,0,0,778.79,558,2,3
OpenInterpreter/open-interpreter,1242,1,1,1,166.25,574,2,3
OpenInterpreter/open-interpreter,1163,1,28,0,65.99,444,3,3
OpenInterpreter/open-interpreter,1160,1,19,4,80.38,2514,3,4
OpenInterpreter/open-interpreter,1115,13,217,156,4841.05,480,3,3
OpenInterpreter/open-interpreter,1108,2,3,2,134.26,415,0,4
OpenInterpreter/open-interpreter,1091,1,4,4,18.06,1276,2,3
OpenInterpreter/open-interpreter,1089,8,374,70,11.37,673,4,4
OpenInterpreter/open-interpreter,1033,1,5,5,73.17,193,1,3
OpenInterpreter/open-interpreter,1029,1,6,5,91.33,361,0,3
OpenInterpreter/open-interpreter,1026,2,10,3,743.65,1012,3,2
OpenInterpreter/open-interpreter,1019,1,2,2,26.2,421,1,3
OpenInterpreter/open-interpreter,1017,1,1,1,33.85,454,1,3
OpenInterpreter/open-interpreter,1002,0,0,0,168.24,460,2,5
OpenInterpreter/open-interpreter,991,1,4,3,38.84,361,2,3
OpenInterpreter/open-interpreter,986,2,80,0,294.34,485,4,3
OpenInterpreter/open-interpreter,982,7,5,15,213.05,1535,1,3
OpenInterpreter/open-interpreter,960,3,15,13,51.45,500,1,3
OpenInterpreter/open-interpreter,955,2,3,12,565.26,549,11,2
OpenInterpreter/open-interpreter,937,2,12,11,13.28,769,3,3
OpenInterpreter/open-interpreter,935,2,99,22,24.35,1154,5,3
OpenInterpreter/open-interpreter,932,4,6,6,5.72,435,1,3
OpenInterpreter/open-interpreter,908,2,19,2,131.19,411,3,3
OpenInterpreter/open-interpreter,906,1,4,0,79.54,458,0,3
OpenInterpreter/open-interpreter,843,1,17,2,4.32,614,1,3
OpenInterpreter/open-interpreter,838,1,8,0,2471.26,395,3,3
OpenInterpreter/open-interpreter,811,1,15,1,246.33,538,4,4
OpenInterpreter/open-interpreter,810,1,209,47,246.83,199,3,4
OpenInterpreter/open-interpreter,799,1,2,0,60.77,666,4,3
OpenInterpreter/open-interpreter,790,3,201,95,179.16,432,3,3
OpenInterpreter/open-interpreter,770,3,35,1,92.01,534,1,2
OpenInterpreter/open-interpreter,750,2,71,15,60.08,439,2,3
OpenInterpreter/open-interpreter,742,1,4,0,132.01,365,5,3
OpenInterpreter/open-interpreter,741,2,38,30,27.13,502,1,2
OpenInterpreter/open-interpreter,727,1,8,3,11.04,371,2,4
OpenInterpreter/open-interpreter,725,1,0,1,26.39,317,0,3
OpenInterpreter/open-interpreter,709,6,93,3,55.06,388,1,2
OpenInterpreter/open-interpreter,704,3,24,41,78.22,1234,2,2
OpenInterpreter/open-interpreter,701,4,37,1,348.74,442,9,3
OpenInterpreter/open-interpreter,699,51,899,615,145.41,643,1,2
OpenInterpreter/open-interpreter,690,1,1,1,38.37,54,0,3
OpenInterpreter/open-interpreter,687,3,3,3,9.55,522,2,4
OpenInterpreter/open-interpreter,683,1,49,17,31.63,1335,4,3
OpenInterpreter/open-interpreter,682,1,3,1,32.34,457,1,3
OpenInterpreter/open-interpreter,680,2,20,3,36.7,652,4,3
OpenInterpreter/open-interpreter,677,1,2,2,62.63,344,1,3
OpenInterpreter/open-interpreter,675,1,7,7,983.19,357,1,4
OpenInterpreter/open-interpreter,674,1,4,4,70.88,363,1,3
OpenInterpreter/open-interpreter,658,1,1,1,143.52,103,1,3
OpenInterpreter/open-interpreter,648,1,1,1,41.57,0,0,3
OpenInterpreter/open-interpreter,643,1,6,2,5.82,338,0,3
OpenInterpreter/open-interpreter,642,1,5,5,11.04,392,0,3
OpenInterpreter/open-interpreter,632,1,1,1,102.42,336,0,3
OpenInterpreter/open-interpreter,620,6,78,4,26.1,341,2,3
OpenInterpreter/open-interpreter,617,1,297,0,653.88,317,0,5
OpenInterpreter/open-interpreter,614,3,37,5,36.7,573,0,2
OpenInterpreter/open-interpreter,612,8,146,48,8803.21,1565,3,5
OpenInterpreter/open-interpreter,609,10,255,82,47.64,2090,1,3
OpenInterpreter/open-interpreter,607,3,63,5,23.88,704,3,2
OpenInterpreter/open-interpreter,598,4,36,18,5087.61,496,2,4
OpenInterpreter/open-interpreter,597,10,230,54,588.89,1696,3,3
OpenInterpreter/open-interpreter,595,3,16,1,290.9,468,3,2
OpenInterpreter/open-interpreter,591,16,503,101,4425.56,386,2,3
OpenInterpreter/open-interpreter,566,2,45,5,9022.71,1279,10,3
OpenInterpreter/open-interpreter,563,1,16,10,54.45,352,1,3
OpenInterpreter/open-interpreter,511,1,4,1,88.91,496,1,2
OpenInterpreter/open-interpreter,484,16,733,40,134.62,1102,10,2
OpenInterpreter/open-interpreter,481,1,5,0,745.97,574,1,2
OpenInterpreter/open-interpreter,476,1,2,0,1289.6,738,6,4
OpenInterpreter/open-interpreter,472,1,1,1,800.0,33,1,3
OpenInterpreter/open-interpreter,471,1,2,0,800.1,137,0,3
OpenInterpreter/open-interpreter,470,1,4,1,770.6,583,1,2
OpenInterpreter/open-interpreter,469,1,18,5,770.62,559,1,2
OpenInterpreter/open-interpreter,468,3,46,3,4366.52,664,2,4
OpenInterpreter/open-interpreter,459,34,1961,196,4544.59,2115,46,11
OpenInterpreter/open-interpreter,435,1,1,1,832.45,58,2,2
OpenInterpreter/open-interpreter,404,1,4,4,985.45,249,5,4
OpenInterpreter/open-interpreter,396,3,112,24,871.84,1195,2,3
OpenInterpreter/open-interpreter,394,2,7,7,928.85,209,2,4
OpenInterpreter/open-interpreter,336,6,3097,254,1111.72,380,3,5
OpenInterpreter/open-interpreter,335,1,1,0,6.74,140,0,2
OpenInterpreter/open-interpreter,311,3,32,1,1509.07,201,18,10
OpenInterpreter/open-interpreter,307,10,1699,1413,134.87,0,0,2
OpenInterpreter/open-interpreter,302,2,110,8,13.99,1183,2,2
OpenInterpreter/open-interpreter,299,1,44,31,1084.78,370,15,7
OpenInterpreter/open-interpreter,292,1,3,3,2.52,0,0,2
OpenInterpreter/open-interpreter,288,5,50,31,1009.24,20,5,9
OpenInterpreter/open-interpreter,273,2,54,20,56.56,1941,9,3
OpenInterpreter/open-interpreter,265,1,21,6,1112.65,161,5,3
OpenInterpreter/open-interpreter,257,1,15,3,1.84,98,3,4
OpenInterpreter/open-interpreter,255,0,0,0,1128.3,0,0,4
OpenInterpreter/open-interpreter,253,2,89,81,4.3,104,2,3
OpenInterpreter/open-interpreter,231,1,453,0,1450.15,46,6,4
OpenInterpreter/open-interpreter,220,1,2,2,1144.96,103,3,4
OpenInterpreter/open-interpreter,215,1,2,2,6.2,112,0,2
OpenInterpreter/open-interpreter,204,6,160,2,4825.63,219,4,4
OpenInterpreter/open-interpreter,188,6,110,1,55.26,123,4,4
OpenInterpreter/open-interpreter,135,1,8,5,3.53,702,3,3
OpenInterpreter/open-interpreter,101,2,50,2,22.17,72,0,2
OpenInterpreter/open-interpreter,78,0,0,0,11.59,227,1,2
OpenInterpreter/open-interpreter,62,2,99,28,12.93,130,5,4
OpenInterpreter/open-interpreter,50,1,4,10,938.19,0,1,4
OpenInterpreter/open-interpreter,25,2,2,2,54.33,216,1,3
OpenInterpreter/open-interpreter,24,7,594,86,505.58,1871,4,2
nektos/act,2721,1,7,0,89.12,105,4,3
nektos/act,2715,3,156,13,68.57,270,4,2
nektos/act,2714,8,241,28,72.92,501,3,2
nektos/act,2705,2,2,2,1.49,160,2,2
nektos/act,2700,1,5,2,12.74,982,2,3
nektos/act,2692,1,1,1,2.22,11,1,3
nektos/act,2690,4,55,9,31.34,69,2,4
nektos/act,2687,1,1,1,7.88,101,2,3
nektos/act,2683,2,0,17,8.67,149,2,2
nektos/act,2682,4,46,0,43.2,118,1,3
nektos/act,2675,5,35,37,90.13,12577,2,2
nektos/act,2653,4,22,43,3.63,258,2,2
nektos/act,2652,1,0,4,4.04,81,2,2
nektos/act,2651,3,61,0,6.96,535,2,2
nektos/act,2638,7,110,1,76.17,100,6,2
nektos/act,2635,3,67,0,73.56,11,3,3
nektos/act,2590,1,1,1,125.45,180,3,3
nektos/act,2588,1,4,0,628.81,29,7,3
nektos/act,2580,1,1,0,132.37,55,3,3
nektos/act,2575,1,37,2,201.22,927,2,2
nektos/act,2557,3,29,0,1535.86,118,9,3
nektos/act,2552,2,80,17,1662.48,284,13,3
nektos/act,2547,1,9,8,675.24,105,2,1
nektos/act,2540,1,1,1,742.35,246,2,2
nektos/act,2535,1,1,1,826.75,574,3,3
nektos/act,2524,1,3,2,2620.98,112,4,3
nektos/act,2513,6,50,12,2739.05,34,2,2
nektos/act,2507,2,47,3,10.02,289,3,2
nektos/act,2505,1,12,4,11.62,190,2,2
nektos/act,2502,4,53,1,1584.5,13,8,5
nektos/act,2496,12,14,16,180.12,133,3,2
nektos/act,2495,1,4,1,3078.62,13,2,3
nektos/act,2490,1,3,3,2713.01,71,10,4
nektos/act,2474,4,108,11,293.29,1944,5,3
nektos/act,2473,4,85,4,295.99,15,7,3
nektos/act,2458,3,8,0,160.13,23,4,2
nektos/act,2454,1,3,6,202.46,12,1,3
nektos/act,2449,4,35,20,203.98,11,6,3
nektos/act,2446,2,117,7,2.19,22,3,3
nektos/act,2434,10,695,0,3051.88,395,9,3
nektos/act,2422,1,2,0,20.06,312,3,3
nektos/act,2416,12,2854,67,207.96,571,9,3
nektos/act,2405,1,1,1,30.95,115,2,3
nektos/act,2403,3,2,5,80.96,218,1,3
nektos/act,2402,1,12,6,1186.44,249,4,2
nektos/act,2394,2,78,42,305.2,50,6,3
nektos/act,2373,1,1,1,452.05,566,3,3
nektos/act,2372,9,67,16,456.4,65,3,3
nektos/act,2355,2,5,3,817.03,149,3,2
nektos/act,2354,6,93,0,816.62,179,3,2
nektos/act,2352,3,23,0,2358.52,97,7,3
nektos/act,2350,2,7,0,29.59,9,1,3
nektos/act,2349,3,23,20,40.07,67,2,2
nektos/act,2348,16,182,0,40.61,195,4,2
nektos/act,2337,2,101,39,146.26,24,12,3
nektos/act,2312,1,8,6,7851.24,450,6,2
nektos/act,2311,1,1,1,295.89,177,3,2
nektos/act,2296,5,33,4,67.75,251,3,3
nektos/act,2293,1,1,1,10.45,75,4,2
nektos/act,2284,2,39,0,29.59,138,6,2
nektos/act,2281,3,34,1,1396.31,195,8,3
nektos/act,2279,2,3,3,64.11,0,2,3
nektos/act,2276,1,1,0,78.05,0,2,2
nektos/act,2274,1,3,1,127.47,51,1,3
nektos/act,2272,3,7,11,934.81,4969,10,4
nektos/act,2267,2,115,0,8.95,1432,2,2
nektos/act,2266,1,2,2,3.65,892,1,2
nektos/act,2265,3,239,118,12.16,1043,23,2
nektos/act,2259,2,2,2,134.69,0,2,3
nektos/act,2256,1,1,1,173.64,136,1,3
nektos/act,2248,2,12,5,3203.59,37,6,3
nektos/act,2242,2,80,1,12.69,64,4,2
nektos/act,2240,3,4,4,1.27,0,1,2
nektos/act,2236,1,1,1,14.25,237,2,2
nektos/act,2226,1,2,2,7.79,66,2,2
nektos/act,2224,12,1836,37,2191.72,451,4,3
nektos/act,2208,2,59,48,278.75,310,3,2
nektos/act,2198,1,0,450,67.54,83,4,2
nektos/act,2195,1,12,14,2.07,583,4,3
nektos/act,2181,3,292,63,172.89,22,13,3
nektos/act,2180,5,88,71,387.36,180,1,2
nektos/act,2174,6,160,35,28.52,171,4,2
nektos/act,2173,2,51,2,353.32,126,5,2
nektos/act,2171,1,18,6,1.38,1850,2,2
nektos/act,2170,2,10,9,2.06,1158,2,2
nektos/act,2169,1,1,1,15.37,11,5,3
nektos/act,2168,1,2,0,31.4,416,1,3
nektos/act,2163,3,4,4,1906.77,5174,2,3
nektos/act,2162,1,11,15,89.56,1826,3,3
nektos/act,2160,1,6,3,5379.2,65,10,4
nektos/act,2156,1,4,0,16.32,82,2,2
nektos/act,2155,6,144,1,855.2,467,3,3
nektos/act,2153,1,7,1,122.38,296,4,3
nektos/act,2140,1,3,1,575.96,0,8,4
nektos/act,2133,1,11,11,790.1,3060,3,1
nektos/act,2128,6,31,19,835.51,483,11,4
nektos/act,2123,2,135,13,944.12,591,10,3
nektos/act,2102,1,4,1,574.24,285,4,3
nektos/act,2089,2,0,2,21.19,97,1,3
nektos/act,2088,3,66,17,40.85,471,1,3
nektos/act,2087,2,15,2,50.62,128,4,3
nektos/act,2075,1,3,1,241.18,1359,5,6
nektos/act,2071,1,14,11,95.48,5230,1,3
nektos/act,2063,1,2,1,1292.6,449,3,3
nektos/act,2062,2,61,2,467.12,620,2,3
nektos/act,2054,1,13,4,580.24,33,5,3
nektos/act,2032,1,8,0,100.02,294,1,2
nektos/act,2027,1,24,1,7924.91,197,2,2
nektos/act,2023,10,10,10,2542.52,704,4,3
nektos/act,2022,1,2,2,242.48,195,3,2
nektos/act,2020,4,16,2,264.41,310,2,2
nektos/act,2018,2,2,1,523.27,250,7,3
nektos/act,2015,1,1,1,1261.18,136,2,3
nektos/act,1988,503,160201,7,348.19,12,10,4
nektos/act,1973,2,5,1,18.38,216,3,4
nektos/act,1970,2,24,4,160.33,736,2,3
nektos/act,1966,1,11,4,8922.93,53,2,2
nektos/act,1961,1,2,1,9.46,39,1,3
nektos/act,1959,1,6,9,25.45,88,1,2
nektos/act,1958,1,4,4,810.49,989,1,4
angular/angular.js,17177,7,52,76,1100.91,308,2,5
angular/angular.js,17166,2,30,25,4.94,676,0,2
angular/angular.js,17164,1,2,6,78.22,225,1,3
angular/angular.js,17144,1,2,2,87.21,843,2,2
angular/angular.js,17142,1,2,2,87.23,845,1,2
angular/angular.js,17141,2,760,82,3984.39,1700,5,2
angular/angular.js,17140,4,813,653,44.61,826,1,2
angular/angular.js,17139,4,668,381,1.02,1327,1,2
angular/angular.js,17136,1,1,1,4.69,768,0,2
angular/angular.js,17124,1,2,2,45.65,22,1,2
angular/angular.js,17120,1,1,1,8.53,23,0,3
angular/angular.js,17119,1,16,16,8.92,2151,1,1
angular/angular.js,17114,15,3125,3685,12.53,199,1,3
angular/angular.js,17093,1,6,8,13.43,120,0,2
angular/angular.js,17090,5,42,19,21.83,233,1,3
angular/angular.js,17076,1,1,1,29.91,700,3,4
angular/angular.js,17075,1,8,0,357.46,737,0,4
angular/angular.js,17074,25,356,268,168.87,106,4,4
angular/angular.js,17066,2,3,3,8.25,263,0,4
angular/angular.js,17063,1,7,4,28.1,283,0,3
angular/angular.js,17062,7,8,8,1293.14,861,6,3
angular/angular.js,17060,3,128,35,257.38,971,3,5
angular/angular.js,17057,1,7,1,50.09,937,19,5
angular/angular.js,17040,1,1,1,2.21,706,0,4
angular/angular.js,17039,1,3,0,2912.81,1105,0,5
angular/angular.js,17035,1,24,38,19.82,837,0,4
angular/angular.js,17034,7,14,414,43.02,119,3,4
angular/angular.js,17030,5,40,32,11.66,700,0,5
angular/angular.js,17028,5,177,15,165.41,1188,10,7
angular/angular.js,17027,8,51,26,367.88,0,3,4
angular/angular.js,17026,2,5,5,17.03,839,0,4
angular/angular.js,17024,1,20,0,3529.36,731,7,4
angular/angular.js,17021,2,267,19,17.08,688,9,4
angular/angular.js,17014,2,10,1,932.11,1574,5,4
angular/angular.js,17013,1,13,35,1384.59,2161,9,5
angular/angular.js,17012,1,1,1,18.77,700,5,3
angular/angular.js,16945,1,0,1,14.01,897,2,3
angular/angular.js,16943,5,15,7,12.62,1023,2,3
angular/angular.js,16942,3,3,3,127.78,0,1,2
angular/angular.js,16935,1,2,2,170.54,770,0,3
angular/angular.js,16934,1,2,2,170.71,770,5,3
angular/angular.js,16931,1,1,1,439.49,43,6,3
angular/angular.js,16930,5,5,5,319.9,15,10,4
angular/angular.js,16915,47,7346,4817,4557.63,1024,12,8
angular/angular.js,16913,2,17,2,5.28,802,0,3
angular/angular.js,16894,4,4,4,3986.26,0,2,4
angular/angular.js,16888,2,5,4,24.19,267,0,4
angular/angular.js,16876,1,1,1,96.61,731,5,3
angular/angular.js,16868,2,12,8,292.13,603,0,4
angular/angular.js,16863,2,5,5,20.51,76,0,3
angular/angular.js,16862,3,20,10,20.56,0,0,3
angular/angular.js,16857,1,0,1,2.13,229,6,3
angular/angular.js,16854,1,1,1,210.57,0,1,4
angular/angular.js,16842,161,15677,3089,4.37,700,5,32
angular/angular.js,16836,2,26,2,332.01,649,1,5
angular/angular.js,16833,1,8,3,414.02,512,11,5
angular/angular.js,16820,2,19,5,119.01,1013,0,4
angular/angular.js,16812,3,35,5,166.61,572,4,5
angular/angular.js,16808,1,3,3,69.65,1331,5,3
angular/angular.js,16806,7,74,252,172.23,536,1,3
angular/angular.js,16801,1,1,1,1.53,465,0,3
angular/angular.js,16798,2,43,1,478.27,12,1,5
angular/angular.js,16793,2,57,230,430.9,465,1,3
angular/angular.js,16790,13,124,68,39.36,466,0,4
angular/angular.js,16786,1,2,2,65.07,634,0,4
angular/angular.js,16781,1,2,0,39.8,1227,5,4
angular/angular.js,16779,2,44,1,112.37,923,3,4
angular/angular.js,16777,2,61,20,162.43,595,3,4
angular/angular.js,16775,1,1,1,1293.45,729,5,4
angular/angular.js,16774,1,1,3,907.84,583,6,4
angular/angular.js,16768,1,9,2,286.01,803,1,4
angular/angular.js,16762,2,110,21,382.05,606,18,4
angular/angular.js,16760,7,594,68,474.67,1663,0,5
angular/angular.js,16757,8,52,17,96.35,0,1,4
angular/angular.js,16754,2,3,3,1.2,521,0,2
angular/angular.js,16753,10,177,173,311.66,319,1,3
angular/angular.js,16743,6,405,924,698.66,465,1,5
angular/angular.js,16738,1,1,1,658.54,1006,0,3
angular/angular.js,16737,4,73,3,792.1,657,12,7
angular/angular.js,16735,7,240,92,335.38,16,6,5
angular/angular.js,16730,1,1,1,85.97,1012,1,4
angular/angular.js,16729,2,50,30,99.82,947,0,4
angular/angular.js,16715,2,26,1,162.85,941,1,4
angular/angular.js,16714,9,1261,21,5.18,1460,2,5
angular/angular.js,16713,1,9,9,231.47,479,4,4
angular/angular.js,16712,8,139,31,233.44,1028,0,3
angular/angular.js,16709,2,41,1,52.27,1400,8,5
angular/angular.js,16704,1,1,1,1.04,562,5,3
angular/angular.js,16699,2,10,0,25.12,810,2,4
angular/angular.js,16688,2,3,3,9.37,379,2,3
angular/angular.js,16684,1,6,21,17.93,674,1,4
angular/angular.js,16683,1,1,1,9.75,465,0,4
angular/angular.js,16681,2,83,3,64.19,487,1,4
angular/angular.js,16680,2,35,2,124.61,501,2,4
angular/angular.js,16677,1,10,5,201.08,815,8,3
angular/angular.js,16672,5,157,96,104.14,1186,2,4
angular/angular.js,16670,3,26,7,135.52,870,9,4
angular/angular.js,16667,1,5,4,485.04,582,7,5
angular/angular.js,16656,2,39,16,72.27,683,0,3
angular/angular.js,16652,2,37,1,466.19,465,0,4
angular/angular.js,16649,4,80,4,3.23,1011,3,4
angular/angular.js,16647,4,54,1,30.28,465,1,3
angular/angular.js,16644,2,74,14,162.79,586,4,5
angular/angular.js,16642,2,7,1,16.05,313,1,5
angular/angular.js,16640,1,2,2,21.12,0,0,4
angular/angular.js,16639,3,293,431,2.92,0,0,3
angular/angular.js,16638,1,2,2,13.59,0,0,3
angular/angular.js,16636,5,65,30,268.15,545,9,5
angular/angular.js,16629,2,137,3,287.93,465,4,6
angular/angular.js,16627,2,320,1,526.3,465,0,4
angular/angular.js,16623,2,33,118,17.18,465,0,3
angular/angular.js,16622,2,61,2,17.25,480,0,3
angular/angular.js,16621,4,280,9,139.63,535,1,4
angular/angular.js,16620,1,1,1,1.6,56,0,3
angular/angular.js,16618,1,24,33,555.2,255,1,3
angular/angular.js,16615,1,3,2,319.66,1335,6,4
angular/angular.js,16614,8,1443,119,882.17,1872,33,6
angular/angular.js,16613,12,408,86,241.52,808,2,4
angular/angular.js,16611,2,116,2,382.84,1257,11,5
angular/angular.js,16606,2,96,25,3699.25,469,16,7
lobehub/lobe-chat,7251,1,16,5,50.1,498,8,3
lobehub/lobe-chat,7245,11,22,17,1.84,159,6,2
lobehub/lobe-chat,7121,1,6,8,2.63,221,14,4
lobehub/lobe-chat,7119,2,3,3,25.97,159,5,4
lobehub/lobe-chat,7118,97,6625,360,103.87,3407,5,3
lobehub/lobe-chat,7072,4,119,332,112.14,333,12,4
lobehub/lobe-chat,7036,10,272,23,12.57,205,14,4
lobehub/lobe-chat,6864,2,17,1,19.83,1868,10,3
lobehub/lobe-chat,6842,54,665,170,3.52,200,11,4
lobehub/lobe-chat,6708,5,935,57,15.82,184,10,3
lobehub/lobe-chat,6697,1,24,5,230.9,450,4,5
lobehub/lobe-chat,6696,1,1,1,16.76,172,3,3
lobehub/lobe-chat,6695,1,7,2,55.66,192,3,3
lobehub/lobe-chat,6672,1,17,16,138.19,468,6,3
lobehub/lobe-chat,6642,1,146,0,9.78,1052,5,2
lobehub/lobe-chat,6640,1,76,0,11.28,1339,5,2
lobehub/lobe-chat,6627,2,12,10,20.73,296,5,3
lobehub/lobe-chat,6617,8,336,21,46.08,2398,15,3
lobehub/lobe-chat,6585,1,14,2,567.21,240,21,5
lobehub/lobe-chat,6546,4,26,4,15.19,201,5,3
lobehub/lobe-chat,6497,2,76,39,292.98,466,6,3
lobehub/lobe-chat,6475,15,302,30,62.84,1947,12,4
lobehub/lobe-chat,6408,1,1,0,1.26,569,4,3
lobehub/lobe-chat,6406,11,85,212,2.56,742,5,3
lobehub/lobe-chat,6399,7,208,28,1.01,339,5,3
lobehub/lobe-chat,6376,11,206,1,693.58,709,10,3
lobehub/lobe-chat,6368,1,249,2,29.82,258,6,3
lobehub/lobe-chat,6317,9,374,4,350.21,175,6,4
lobehub/lobe-chat,6309,1,1,0,446.85,493,4,3
lobehub/lobe-chat,6304,5,18,15,34.94,535,8,3
lobehub/lobe-chat,6275,3,109,51,662.34,171,6,3
lobehub/lobe-chat,6222,1,20,1,86.02,520,12,5
lobehub/lobe-chat,6213,1,1,0,4.08,246,5,3
lobehub/lobe-chat,6193,1,1,1,8.25,328,7,3
lobehub/lobe-chat,6133,25,1107,3,413.6,154,8,4
lobehub/lobe-chat,6079,8,86,660,48.46,330,6,4
lobehub/lobe-chat,6076,2,18,14,3.27,210,5,3
lobehub/lobe-chat,6067,1,1,3,51.46,102,5,3
lobehub/lobe-chat,6055,38,1119,553,38.56,331,10,4
lobehub/lobe-chat,5995,3,281,58,16.76,159,6,3
lobehub/lobe-chat,5976,1,2,2,3.2,102,5,3
lobehub/lobe-chat,5964,2,243,13,7.62,479,13,3
lobehub/lobe-chat,5927,4,162,22,155.85,159,7,3
lobehub/lobe-chat,5926,2,26,2,35.85,1296,7,3
lobehub/lobe-chat,5903,5,235,11,86.7,1394,9,3
lobehub/lobe-chat,5850,2,102,24,187.09,410,12,4
lobehub/lobe-chat,5824,3,86,106,502.89,582,42,5
lobehub/lobe-chat,5768,37,1855,491,25.33,430,7,4
lobehub/lobe-chat,5729,28,277,739,28.73,593,9,5
lobehub/lobe-chat,5691,3,15,0,29.67,207,8,5
lobehub/lobe-chat,5665,80,1459,871,7.38,281,6,2
lobehub/lobe-chat,5633,6,624,12,146.13,1158,5,3
lobehub/lobe-chat,5601,2,163,3,147.95,545,10,3
lobehub/lobe-chat,5584,1,3,0,1.97,303,6,3
lobehub/lobe-chat,5566,7,193,19,14.2,383,6,3
lobehub/lobe-chat,5481,15,166,2,252.09,301,11,5
lobehub/lobe-chat,5479,1,3,0,17.61,425,5,3
lobehub/lobe-chat,5454,5,144,19,44.35,230,5,3
lobehub/lobe-chat,5449,1,1,1,1.18,417,5,3
lobehub/lobe-chat,5391,23,140,49,13.85,171,5,3
lobehub/lobe-chat,5350,40,916,105,39.76,191,11,4
lobehub/lobe-chat,5340,317,5344,8205,4.37,159,5,3
lobehub/lobe-chat,5325,8,89,575,181.79,440,6,3
lobehub/lobe-chat,5319,30,219,192,2.6,159,5,3
lobehub/lobe-chat,5316,40,843,143,363.53,747,15,3
lobehub/lobe-chat,5310,1,2,2,34.31,934,4,3
lobehub/lobe-chat,5304,1,8,5,233.65,316,12,5
lobehub/lobe-chat,5303,29,421,20,1086.41,782,20,3
